date,area_code,market,market_size,inventory,Cost Price of Goods,Selling Price,Gross profit,Marketing budget to sell the Products,operational cost on product,Net profit,total_expenses,Total Product Sold,product_line,product_type,product,state,target_cogs,target_margin,target_profit,target_sales,type,difference_between_actual_and_target_profit
2013-10-01T00:00:00,319,Central,Small Market,1662,257,598,341,84,-75,332,117,637,Leaves,Herbal Tea,Chamomile,Iowa,200,280,210,480,Decaf,122
2013-11-01T00:00:00,319,Central,Small Market,596,10,23,13,3,14,-4,16,25,Beans,Coffee,Decaf Irish Cream,Iowa,0,20,10,20,Decaf,-14
2013-12-01T00:00:00,321,East,Major Market,863,34,85,51,9,-3,45,21,91,Leaves,Tea,Green Tea,Florida,30,50,40,80,Regular,5
2013-12-01T00:00:00,321,East,Major Market,882,30,75,45,8,-2,39,19,80,Leaves,Tea,Darjeeling,Florida,30,40,30,70,Regular,9
2013-10-01T00:00:00,321,East,Major Market,547,86,202,116,28,-1,89,56,215,Beans,Espresso,Decaf Espresso,Florida,70,110,90,180,Decaf,-1
2013-11-01T00:00:00,323,West,Major Market,536,40,92,52,13,-1,40,25,98,Leaves,Herbal Tea,Mint,California,30,50,30,80,Decaf,10
2013-12-01T00:00:00,323,West,Major Market,531,43,99,56,14,-1,43,27,106,Leaves,Herbal Tea,Mint,California,40,50,30,90,Decaf,13
2013-12-01T00:00:00,323,West,Major Market,959,123,302,179,34,-54,199,45,322,Leaves,Tea,Darjeeling,California,90,130,110,220,Regular,89
2013-12-01T00:00:00,325,South,Major Market,424,54,127,73,17,14,42,45,135,Leaves,Herbal Tea,Chamomile,Texas,50,60,30,110,Decaf,12
2013-10-01T00:00:00,325,South,Major Market,405,52,123,71,17,15,39,45,131,Leaves,Herbal Tea,Chamomile,Texas,30,80,70,110,Decaf,-31
2013-12-01T00:00:00,330,Central,Major Market,435,41,101,60,13,11,36,36,108,Beans,Coffee,Colombian,Ohio,40,50,20,90,Regular,16
2012-12-01T00:00:00,330,Central,Major Market,870,33,82,49,9,11,29,20,82,Leaves,Herbal Tea,Lemon,Ohio,30,40,30,70,Decaf,-1
2012-11-01T00:00:00,330,Central,Major Market,411,59,138,79,19,27,33,46,138,Beans,Coffee,Amaretto,Ohio,50,80,50,130,Regular,-17
2012-11-01T00:00:00,330,Central,Major Market,798,78,197,119,25,32,62,57,197,Leaves,Tea,Darjeeling,Ohio,60,100,60,160,Regular,2
2013-11-01T00:00:00,337,South,Small Market,454,49,120,71,15,6,50,37,128,Beans,Espresso,Decaf Espresso,Louisiana,30,60,30,90,Decaf,20
2013-12-01T00:00:00,337,South,Small Market,863,34,85,51,9,-4,46,20,91,Beans,Coffee,Decaf Irish Cream,Louisiana,40,60,50,100,Decaf,-4
2012-11-01T00:00:00,337,South,Small Market,552,101,231,130,33,12,85,45,231,Leaves,Herbal Tea,Chamomile,Louisiana,90,120,80,210,Decaf,5
2012-11-01T00:00:00,337,South,Small Market,601,82,184,102,31,33,38,64,184,Leaves,Herbal Tea,Lemon,Louisiana,70,100,40,170,Decaf,-2
2013-10-01T00:00:00,337,South,Small Market,829,48,119,71,13,-12,70,24,127,Beans,Coffee,Colombian,Louisiana,70,90,80,160,Regular,-10
2013-11-01T00:00:00,337,South,Small Market,601,82,184,102,31,15,56,64,196,Leaves,Herbal Tea,Lemon,Louisiana,70,100,40,170,Decaf,16
2012-11-01T00:00:00,339,East,Major Market,862,36,88,52,10,11,31,21,88,Leaves,Tea,Darjeeling,Massachusetts,30,60,40,90,Regular,-9
2013-11-01T00:00:00,339,East,Major Market,554,52,120,68,47,33,-12,76,128,Beans,Espresso,Caffe Mocha,Massachusetts,50,60,0,110,Regular,-12
2012-12-01T00:00:00,339,East,Major Market,571,47,99,52,42,30,-20,72,99,Beans,Espresso,Caffe Mocha,Massachusetts,40,50,-10,90,Regular,-10
2013-10-01T00:00:00,339,East,Major Market,404,54,120,66,20,27,19,53,128,Leaves,Herbal Tea,Lemon,Massachusetts,30,30,20,60,Decaf,-1
2012-11-01T00:00:00,347,East,Major Market,2580,249,623,374,87,51,236,138,623,Beans,Coffee,Colombian,New York,220,340,230,560,Regular,6
2012-11-01T00:00:00,347,East,Major Market,3385,121,61,-60,109,33,-202,142,61,Beans,Espresso,Caffe Mocha,New York,110,-60,-190,50,Regular,-12
2013-11-01T00:00:00,351,East,Major Market,862,36,88,52,10,-4,46,21,94,Leaves,Tea,Darjeeling,Massachusetts,30,60,40,90,Regular,6
2012-11-01T00:00:00,351,East,Major Market,482,32,80,48,8,11,29,19,80,Leaves,Tea,Green Tea,Massachusetts,30,50,40,80,Regular,-11
2012-12-01T00:00:00,351,East,Major Market,-3534,67,510,443,22,31,390,53,510,Beans,Coffee,Colombian,Massachusetts,60,390,360,450,Regular,30
2012-12-01T00:00:00,351,East,Major Market,1319,153,306,153,42,24,87,66,306,Beans,Espresso,Regular Espresso,Massachusetts,150,140,80,290,Regular,7
2013-12-01T00:00:00,351,East,Major Market,-3534,67,510,443,22,-158,579,53,543,Beans,Coffee,Colombian,Massachusetts,60,390,360,450,Regular,219
2012-11-01T00:00:00,352,East,Major Market,875,28,70,42,7,12,23,19,70,Leaves,Tea,Darjeeling,Florida,20,50,40,70,Regular,-17
2013-11-01T00:00:00,352,East,Major Market,875,28,70,42,7,1,34,19,75,Leaves,Tea,Darjeeling,Florida,20,50,40,70,Regular,-6
2012-12-01T00:00:00,360,West,Small Market,627,55,131,76,49,30,-3,79,131,Leaves,Tea,Green Tea,Washington,40,50,-10,90,Regular,7
2012-10-01T00:00:00,360,West,Small Market,449,46,113,67,14,22,31,36,113,Leaves,Tea,Earl Grey,Washington,20,30,30,50,Regular,1
2013-10-01T00:00:00,360,West,Small Market,1055,80,174,94,24,-1,71,46,185,Beans,Espresso,Decaf Espresso,Washington,60,90,80,150,Decaf,-9
2013-10-01T00:00:00,360,West,Small Market,438,68,167,99,21,-5,83,43,178,Beans,Coffee,Colombian,Washington,90,140,110,230,Regular,-27
2013-10-01T00:00:00,360,West,Small Market,1119,125,313,188,41,-24,171,73,334,Leaves,Herbal Tea,Chamomile,Washington,90,160,130,250,Decaf,41
2013-12-01T00:00:00,360,West,Small Market,1079,80,176,96,24,-4,76,45,188,Beans,Espresso,Decaf Espresso,Washington,70,100,60,170,Decaf,16
2013-12-01T00:00:00,360,West,Small Market,461,72,176,104,23,-5,86,46,188,Beans,Coffee,Colombian,Washington,80,120,80,200,Regular,6
2013-12-01T00:00:00,361,South,Major Market,-1239,67,168,101,22,9,70,54,179,Beans,Espresso,Caffe Latte,Texas,50,70,30,120,Regular,40
2012-10-01T00:00:00,386,East,Major Market,573,22,51,29,7,12,10,19,51,Leaves,Herbal Tea,Chamomile,Florida,0,20,20,20,Decaf,-10
2013-12-01T00:00:00,386,East,Major Market,575,83,195,112,27,-1,86,54,208,Beans,Espresso,Decaf Espresso,Florida,80,110,70,190,Decaf,16
2013-10-01T00:00:00,405,South,Small Market,859,27,66,39,7,1,31,18,70,Beans,Coffee,Decaf Irish Cream,Oklahoma,30,60,60,90,Decaf,-29
2012-10-01T00:00:00,405,South,Small Market,385,56,126,70,21,33,16,54,126,Leaves,Herbal Tea,Chamomile,Oklahoma,40,70,50,110,Decaf,-34
2012-12-01T00:00:00,405,South,Small Market,403,65,145,80,24,34,22,58,145,Leaves,Herbal Tea,Chamomile,Oklahoma,60,70,20,130,Decaf,2
2013-12-01T00:00:00,405,South,Small Market,403,65,145,80,24,23,33,58,155,Leaves,Herbal Tea,Chamomile,Oklahoma,60,70,20,130,Decaf,13
2012-10-01T00:00:00,405,South,Small Market,480,21,53,32,5,12,15,17,53,Beans,Espresso,Caffe Mocha,Oklahoma,0,30,30,30,Regular,-15
2012-10-01T00:00:00,405,South,Small Market,788,82,205,123,27,31,65,58,205,Beans,Espresso,Decaf Espresso,Oklahoma,50,80,60,130,Decaf,5
2012-10-01T00:00:00,405,South,Small Market,-1785,91,218,127,28,23,76,51,218,Beans,Espresso,Caffe Latte,Oklahoma,50,80,70,130,Regular,6
2013-10-01T00:00:00,405,South,Small Market,788,82,205,123,27,0,96,58,218,Beans,Espresso,Decaf Espresso,Oklahoma,50,80,60,130,Decaf,36
2013-10-01T00:00:00,405,South,Small Market,-1785,91,218,127,28,-14,113,51,232,Beans,Espresso,Caffe Latte,Oklahoma,50,80,70,130,Regular,43
2012-10-01T00:00:00,405,South,Small Market,683,96,230,134,87,30,17,117,230,Leaves,Herbal Tea,Lemon,Oklahoma,80,120,40,200,Decaf,-23
2012-12-01T00:00:00,405,South,Small Market,817,88,221,133,29,32,72,61,221,Beans,Espresso,Decaf Espresso,Oklahoma,60,110,60,170,Decaf,12
2012-12-01T00:00:00,405,South,Small Market,551,81,185,104,26,12,66,38,185,Beans,Coffee,Colombian,Oklahoma,90,130,100,220,Regular,-34
2013-11-01T00:00:00,405,South,Small Market,-2003,102,245,143,31,-20,132,54,261,Beans,Espresso,Caffe Latte,Oklahoma,80,100,60,180,Regular,72
2013-11-01T00:00:00,405,South,Small Market,694,94,224,130,85,23,22,115,239,Leaves,Herbal Tea,Lemon,Oklahoma,80,120,20,200,Decaf,2
2013-12-01T00:00:00,407,East,Major Market,1079,80,176,96,24,-2,74,46,188,Leaves,Herbal Tea,Mint,Florida,60,60,30,120,Decaf,44
2012-11-01T00:00:00,407,East,Major Market,391,54,121,67,20,34,13,54,121,Leaves,Herbal Tea,Lemon,Florida,40,40,10,80,Decaf,3
2012-10-01T00:00:00,407,East,Major Market,788,82,205,123,27,32,64,59,205,Beans,Coffee,Colombian,Florida,60,110,90,170,Regular,-26
2012-12-01T00:00:00,407,East,Major Market,575,83,195,112,27,27,58,54,195,Beans,Espresso,Decaf Espresso,Florida,80,110,70,190,Decaf,-12
2013-12-01T00:00:00,407,East,Major Market,817,88,221,133,29,-4,108,60,236,Beans,Coffee,Colombian,Florida,70,120,80,190,Regular,28
2013-12-01T00:00:00,408,West,Major Market,601,54,133,79,15,-15,79,26,142,Leaves,Tea,Earl Grey,California,30,60,50,90,Regular,29
2012-10-01T00:00:00,409,South,Major Market,419,43,107,64,13,23,28,36,107,Leaves,Herbal Tea,Lemon,Texas,30,60,50,90,Decaf,-22
2012-11-01T00:00:00,409,South,Major Market,930,118,290,172,33,12,127,45,290,Beans,Espresso,Caffe Mocha,Texas,90,130,100,220,Regular,27
2013-12-01T00:00:00,409,South,Major Market,1321,241,525,284,74,-69,279,96,559,Beans,Coffee,Colombian,Texas,280,340,240,620,Regular,39
2012-10-01T00:00:00,413,East,Major Market,480,21,53,32,5,12,15,17,53,Leaves,Tea,Green Tea,Massachusetts,20,30,30,50,Regular,-15
2012-10-01T00:00:00,414,Central,Small Market,329,60,159,99,18,24,57,42,159,Leaves,Herbal Tea,Chamomile,Wisconsin,40,80,80,120,Decaf,-23
2013-10-01T00:00:00,414,Central,Small Market,385,56,126,70,21,27,22,55,134,Beans,Coffee,Amaretto,Wisconsin,40,80,50,120,Regular,-28
2013-10-01T00:00:00,414,Central,Small Market,683,96,230,134,87,20,27,116,245,Beans,Coffee,Colombian,Wisconsin,90,140,60,230,Regular,-33
2013-12-01T00:00:00,414,Central,Small Market,575,83,195,112,27,0,85,55,208,Beans,Coffee,Decaf Irish Cream,Wisconsin,80,110,70,190,Decaf,15
2012-12-01T00:00:00,415,West,Major Market,1321,241,525,284,74,22,188,96,525,Leaves,Herbal Tea,Lemon,California,220,260,170,480,Decaf,18
2013-10-01T00:00:00,415,West,Major Market,1662,257,598,341,84,-77,334,116,637,Beans,Espresso,Decaf Espresso,California,230,320,240,550,Decaf,94
2012-12-01T00:00:00,417,Central,Small Market,335,49,118,69,44,30,-5,74,118,Leaves,Herbal Tea,Chamomile,Missouri,40,60,0,100,Decaf,-5
2013-12-01T00:00:00,417,Central,Small Market,1898,92,160,68,28,16,24,52,171,Leaves,Herbal Tea,Lemon,Missouri,80,60,20,140,Decaf,4
2012-11-01T00:00:00,417,Central,Small Market,248,35,82,47,11,27,9,38,82,Leaves,Tea,Darjeeling,Missouri,20,40,10,60,Regular,-1
2013-10-01T00:00:00,417,Central,Small Market,833,32,79,47,8,-3,42,19,84,Beans,Espresso,Decaf Espresso,Missouri,30,80,80,110,Decaf,-38
2013-11-01T00:00:00,417,Central,Small Market,1060,69,150,81,21,4,56,43,160,Beans,Coffee,Decaf Irish Cream,Missouri,60,80,40,140,Decaf,16
2012-10-01T00:00:00,417,Central,Small Market,209,25,56,31,9,33,-11,42,56,Leaves,Tea,Earl Grey,Missouri,10,20,0,30,Regular,-11
2013-10-01T00:00:00,417,Central,Small Market,1698,86,109,23,26,36,-39,49,116,Leaves,Herbal Tea,Lemon,Missouri,60,20,10,80,Decaf,-49
2013-11-01T00:00:00,419,Central,Major Market,862,36,88,52,10,-3,45,22,94,Leaves,Herbal Tea,Lemon,Ohio,30,50,40,80,Decaf,5
2012-12-01T00:00:00,419,Central,Major Market,521,47,112,65,42,29,-6,71,112,Beans,Coffee,Decaf Irish Cream,Ohio,40,70,10,110,Decaf,-16
2012-11-01T00:00:00,419,Central,Major Market,410,55,124,69,20,33,16,53,124,Beans,Espresso,Decaf Espresso,Ohio,70,80,40,150,Decaf,-24
2013-12-01T00:00:00,419,Central,Major Market,422,46,103,57,17,31,9,51,110,Beans,Espresso,Decaf Espresso,Ohio,50,80,40,130,Decaf,-31
2012-11-01T00:00:00,419,Central,Major Market,666,102,245,143,31,23,89,54,245,Leaves,Tea,Earl Grey,Ohio,80,120,70,200,Regular,19
2013-10-01T00:00:00,419,Central,Major Market,404,54,120,66,20,28,18,54,128,Beans,Espresso,Decaf Espresso,Ohio,70,100,70,170,Decaf,-52
2013-10-01T00:00:00,419,Central,Major Market,788,82,205,123,27,0,96,58,218,Leaves,Tea,Darjeeling,Ohio,50,90,60,140,Regular,36
2013-10-01T00:00:00,419,Central,Major Market,656,91,218,127,28,-14,113,51,232,Leaves,Tea,Earl Grey,Ohio,50,100,80,150,Regular,33
2012-10-01T00:00:00,425,West,Small Market,829,48,119,71,13,11,47,24,119,Leaves,Herbal Tea,Lemon,Washington,30,60,60,90,Decaf,-13
2012-11-01T00:00:00,425,West,Small Market,391,54,121,67,20,34,13,54,121,Beans,Espresso,Caffe Mocha,Washington,50,60,20,110,Regular,-7
2013-10-01T00:00:00,425,West,Small Market,329,60,159,99,18,-4,85,42,169,Leaves,Tea,Darjeeling,Washington,20,50,40,70,Regular,45
2012-11-01T00:00:00,425,West,Small Market,321,53,141,88,16,23,49,39,141,Leaves,Tea,Darjeeling,Washington,30,70,50,100,Regular,-1
2012-12-01T00:00:00,425,West,Small Market,845,49,120,71,13,12,46,25,120,Leaves,Herbal Tea,Lemon,Washington,40,70,50,110,Decaf,-4
2013-10-01T00:00:00,425,West,Small Market,385,56,126,70,21,25,24,54,134,Beans,Espresso,Caffe Mocha,Washington,40,70,50,110,Regular,-26
2013-12-01T00:00:00,425,West,Small Market,845,49,120,71,13,-10,68,25,128,Leaves,Herbal Tea,Lemon,Washington,40,70,50,110,Decaf,18
2013-11-01T00:00:00,425,West,Small Market,570,22,52,30,7,7,16,19,55,Beans,Espresso,Caffe Latte,Washington,20,30,20,50,Regular,-4
2013-11-01T00:00:00,425,West,Small Market,1063,75,164,89,23,-1,67,44,175,Beans,Espresso,Decaf Espresso,Washington,70,80,40,150,Decaf,27
2012-10-01T00:00:00,425,West,Small Market,683,96,230,134,87,30,17,117,230,Beans,Coffee,Decaf Irish Cream,Washington,140,190,100,330,Decaf,-83
2012-11-01T00:00:00,425,West,Small Market,446,63,156,93,20,23,50,43,156,Beans,Coffee,Colombian,Washington,70,110,70,180,Regular,-20
2013-10-01T00:00:00,430,South,Major Market,419,43,107,64,13,9,42,36,114,Leaves,Herbal Tea,Lemon,Texas,30,60,50,90,Decaf,-8
2013-12-01T00:00:00,430,South,Major Market,601,54,133,79,15,-13,77,27,142,Beans,Espresso,Decaf Espresso,Texas,40,60,40,100,Decaf,37
2013-12-01T00:00:00,430,South,Major Market,435,41,101,60,13,11,36,36,108,Leaves,Herbal Tea,Lemon,Texas,30,60,30,90,Decaf,6
2013-10-01T00:00:00,432,South,Major Market,580,76,187,111,21,-26,116,33,199,Beans,Espresso,Decaf Espresso,Texas,40,80,80,120,Decaf,36
2013-10-01T00:00:00,432,South,Major Market,1246,239,520,281,74,-68,275,96,554,Beans,Coffee,Colombian,Texas,350,420,340,770,Regular,-65
2013-11-01T00:00:00,432,South,Major Market,1272,225,490,265,69,-62,258,91,522,Beans,Coffee,Colombian,Texas,260,320,230,580,Regular,28
2012-10-01T00:00:00,435,West,Small Market,881,40,99,59,11,11,37,22,99,Beans,Espresso,Decaf Espresso,Utah,20,60,60,80,Decaf,-23
2012-11-01T00:00:00,435,West,Small Market,452,43,109,66,14,32,20,46,109,Leaves,Herbal Tea,Lemon,Utah,40,60,30,100,Decaf,-10
2012-12-01T00:00:00,435,West,Small Market,1898,92,160,68,28,23,17,51,160,Leaves,Herbal Tea,Mint,Utah,80,60,20,140,Decaf,-3
2013-10-01T00:00:00,435,West,Small Market,881,40,99,59,11,-7,55,22,106,Beans,Espresso,Decaf Espresso,Utah,20,60,60,80,Decaf,-5
2013-11-01T00:00:00,435,West,Small Market,316,46,113,67,14,8,45,37,120,Leaves,Herbal Tea,Chamomile,Utah,40,60,30,100,Decaf,15
2013-11-01T00:00:00,435,West,Small Market,452,43,109,66,14,22,30,46,116,Leaves,Herbal Tea,Lemon,Utah,40,60,30,100,Decaf,0
2013-12-01T00:00:00,435,West,Small Market,1898,92,160,68,28,15,25,51,171,Leaves,Herbal Tea,Mint,Utah,80,60,20,140,Decaf,5
2012-12-01T00:00:00,435,West,Small Market,335,49,118,69,44,29,-4,73,118,Leaves,Tea,Darjeeling,Utah,30,50,0,80,Regular,-4
2013-12-01T00:00:00,435,West,Small Market,335,49,118,69,44,31,-6,73,126,Leaves,Tea,Darjeeling,Utah,30,50,0,80,Regular,-6
2012-11-01T00:00:00,435,West,Small Market,836,33,81,48,9,12,27,21,81,Beans,Espresso,Caffe Latte,Utah,30,40,30,70,Regular,-3
2012-11-01T00:00:00,435,West,Small Market,325,44,106,62,40,29,-7,69,106,Leaves,Tea,Darjeeling,Utah,30,40,-10,70,Regular,3
2012-12-01T00:00:00,435,West,Small Market,844,31,77,46,8,12,26,20,77,Beans,Espresso,Caffe Latte,Utah,30,40,30,70,Regular,-4
2013-10-01T00:00:00,435,West,Small Market,833,32,79,47,8,-3,42,19,84,Beans,Espresso,Caffe Latte,Utah,20,40,40,60,Regular,2
2013-10-01T00:00:00,435,West,Small Market,320,45,109,64,41,32,-9,70,116,Leaves,Tea,Darjeeling,Utah,10,40,20,50,Regular,-29
2013-11-01T00:00:00,435,West,Small Market,836,33,81,48,9,-1,40,21,86,Beans,Espresso,Caffe Latte,Utah,30,40,30,70,Regular,10
2013-11-01T00:00:00,435,West,Small Market,1804,82,122,40,25,27,-12,48,130,Leaves,Herbal Tea,Mint,Utah,70,40,0,110,Decaf,-12
2013-11-01T00:00:00,435,West,Small Market,325,44,106,62,40,32,-10,69,113,Leaves,Tea,Darjeeling,Utah,30,40,-10,70,Regular,0
2013-12-01T00:00:00,435,West,Small Market,844,31,77,46,8,-1,39,20,82,Beans,Espresso,Caffe Latte,Utah,30,40,30,70,Regular,9
2013-12-01T00:00:00,435,West,Small Market,256,38,89,51,12,21,18,39,95,Leaves,Tea,Earl Grey,Utah,20,40,10,60,Regular,8
2012-10-01T00:00:00,435,West,Small Market,447,45,114,69,14,32,23,46,114,Leaves,Herbal Tea,Lemon,Utah,20,70,60,90,Decaf,-37
2012-11-01T00:00:00,435,West,Small Market,885,54,132,78,15,11,52,26,132,Beans,Espresso,Decaf Espresso,Utah,50,70,50,120,Decaf,2
2012-12-01T00:00:00,435,West,Small Market,898,50,123,73,14,12,47,26,123,Beans,Espresso,Decaf Espresso,Utah,40,70,50,110,Decaf,-3
2012-12-01T00:00:00,435,West,Small Market,327,52,127,75,16,23,36,39,127,Leaves,Herbal Tea,Chamomile,Utah,40,70,40,110,Decaf,-4
2013-10-01T00:00:00,435,West,Small Market,447,45,114,69,14,21,34,46,121,Leaves,Herbal Tea,Lemon,Utah,20,70,60,90,Decaf,-26
2013-11-01T00:00:00,435,West,Small Market,885,54,132,78,15,-14,77,26,141,Beans,Espresso,Decaf Espresso,Utah,50,70,50,120,Decaf,27
2013-12-01T00:00:00,435,West,Small Market,898,50,123,73,14,-11,70,26,131,Beans,Espresso,Decaf Espresso,Utah,40,70,50,110,Decaf,20
2013-12-01T00:00:00,435,West,Small Market,327,52,127,75,16,6,53,39,135,Leaves,Herbal Tea,Chamomile,Utah,40,70,40,110,Decaf,13
2013-12-01T00:00:00,435,West,Small Market,462,48,122,74,15,17,42,46,130,Leaves,Herbal Tea,Lemon,Utah,40,70,40,110,Decaf,2
2012-10-01T00:00:00,435,West,Small Market,244,39,92,53,12,27,14,39,92,Leaves,Tea,Earl Grey,Utah,10,30,20,40,Regular,-6
2012-11-01T00:00:00,435,West,Small Market,248,35,82,47,11,27,9,38,82,Leaves,Tea,Earl Grey,Utah,20,30,10,50,Regular,-1
2013-10-01T00:00:00,435,West,Small Market,244,39,92,53,12,20,21,39,98,Leaves,Tea,Earl Grey,Utah,10,30,20,40,Regular,1
2013-11-01T00:00:00,435,West,Small Market,248,35,82,47,11,23,13,38,87,Leaves,Tea,Earl Grey,Utah,20,30,10,50,Regular,3
2013-11-01T00:00:00,435,West,Small Market,211,34,76,42,12,34,-4,45,81,Leaves,Tea,Green Tea,Utah,20,30,0,50,Regular,-4
2012-11-01T00:00:00,435,West,Small Market,380,53,124,71,17,27,27,44,124,Beans,Coffee,Colombian,Utah,60,80,50,140,Regular,-23
2013-11-01T00:00:00,435,West,Small Market,380,53,124,71,17,14,40,44,132,Beans,Coffee,Colombian,Utah,60,80,50,140,Regular,-10
2013-12-01T00:00:00,435,West,Small Market,392,49,114,65,16,18,31,44,121,Beans,Coffee,Colombian,Utah,50,80,50,130,Regular,-19
2012-10-01T00:00:00,435,West,Small Market,593,79,177,98,30,34,34,64,177,Beans,Coffee,Decaf Irish Cream,Utah,100,160,120,260,Decaf,-86
2012-10-01T00:00:00,435,West,Small Market,1053,65,142,77,20,21,36,41,142,Beans,Coffee,Amaretto,Utah,90,110,90,200,Regular,-54
2012-10-01T00:00:00,435,West,Small Market,375,47,111,64,15,27,22,42,111,Beans,Coffee,Colombian,Utah,50,100,80,150,Regular,-58
2012-10-01T00:00:00,435,West,Small Market,1698,86,109,23,26,24,-27,50,109,Leaves,Herbal Tea,Mint,Utah,60,20,0,80,Decaf,-27
2012-10-01T00:00:00,435,West,Small Market,209,25,56,31,9,34,-12,43,56,Leaves,Tea,Green Tea,Utah,0,20,10,20,Regular,-22
2012-11-01T00:00:00,435,West,Small Market,552,101,231,130,33,12,85,45,231,Beans,Espresso,Caffe Mocha,Utah,90,130,90,220,Regular,-5
2012-12-01T00:00:00,435,West,Small Market,619,68,153,85,25,34,26,59,153,Beans,Coffee,Decaf Irish Cream,Utah,80,100,50,180,Decaf,-24
2012-12-01T00:00:00,435,West,Small Market,1075,63,139,76,19,21,36,40,139,Beans,Coffee,Amaretto,Utah,70,90,50,160,Regular,-14
2012-12-01T00:00:00,435,West,Small Market,540,94,214,120,31,12,77,43,214,Beans,Espresso,Caffe Mocha,Utah,90,110,70,200,Regular,7
2012-12-01T00:00:00,435,West,Small Market,218,20,45,25,7,33,-15,40,45,Leaves,Tea,Green Tea,Utah,10,20,0,30,Regular,-15
2013-10-01T00:00:00,435,West,Small Market,593,79,177,98,30,18,50,64,189,Beans,Coffee,Decaf Irish Cream,Utah,100,160,120,260,Decaf,-70
2013-10-01T00:00:00,435,West,Small Market,1053,65,142,77,20,4,53,41,151,Beans,Coffee,Amaretto,Utah,90,110,90,200,Regular,-37
2013-10-01T00:00:00,435,West,Small Market,375,47,111,64,15,16,33,42,118,Beans,Coffee,Colombian,Utah,50,100,80,150,Regular,-47
2013-10-01T00:00:00,435,West,Small Market,564,103,236,133,33,-29,129,46,251,Beans,Espresso,Caffe Mocha,Utah,80,130,110,210,Regular,19
2013-10-01T00:00:00,435,West,Small Market,1698,86,109,23,26,37,-40,50,116,Leaves,Herbal Tea,Mint,Utah,60,20,0,80,Decaf,-40
2013-10-01T00:00:00,435,West,Small Market,209,25,56,31,9,40,-18,43,60,Leaves,Tea,Green Tea,Utah,0,20,10,20,Regular,-28
2013-11-01T00:00:00,435,West,Small Market,601,82,184,102,31,15,56,64,196,Beans,Coffee,Decaf Irish Cream,Utah,90,120,60,210,Decaf,-4
2013-11-01T00:00:00,435,West,Small Market,1060,69,150,81,21,2,58,42,160,Beans,Coffee,Amaretto,Utah,80,90,50,170,Regular,8
2013-12-01T00:00:00,435,West,Small Market,1075,63,139,76,19,4,53,40,148,Beans,Coffee,Amaretto,Utah,70,90,50,160,Regular,3
2013-12-01T00:00:00,435,West,Small Market,540,94,214,120,31,-25,114,43,228,Beans,Espresso,Caffe Mocha,Utah,90,110,70,200,Regular,44
2013-12-01T00:00:00,435,West,Small Market,218,20,45,25,7,40,-22,40,48,Leaves,Tea,Green Tea,Utah,10,20,0,30,Regular,-22
2013-11-01T00:00:00,440,Central,Major Market,482,32,80,48,8,-3,43,19,85,Leaves,Herbal Tea,Chamomile,Ohio,30,40,30,70,Decaf,13
2013-12-01T00:00:00,440,Central,Major Market,870,33,82,49,9,-3,43,20,87,Leaves,Herbal Tea,Lemon,Ohio,30,40,30,70,Decaf,13
2012-10-01T00:00:00,440,Central,Major Market,405,52,123,71,17,28,26,45,123,Beans,Coffee,Amaretto,Ohio,40,70,60,110,Regular,-34
2012-11-01T00:00:00,440,Central,Major Market,1283,181,363,182,50,25,107,75,363,Beans,Espresso,Caffe Mocha,Ohio,230,230,170,460,Regular,-63
2012-12-01T00:00:00,469,South,Major Market,424,54,127,73,17,28,28,45,127,Leaves,Herbal Tea,Chamomile,Texas,50,60,30,110,Decaf,-2
2012-12-01T00:00:00,475,East,Small Market,619,68,153,85,25,33,27,58,153,Leaves,Herbal Tea,Lemon,Connecticut,50,60,20,110,Decaf,7
2012-12-01T00:00:00,475,East,Small Market,1075,63,139,76,19,21,36,40,139,Leaves,Herbal Tea,Mint,Connecticut,40,60,40,100,Decaf,-4
2013-10-01T00:00:00,475,East,Small Market,881,40,99,59,11,-5,53,23,106,Leaves,Tea,Darjeeling,Connecticut,40,60,50,100,Regular,3
2012-11-01T00:00:00,475,East,Small Market,1060,69,150,81,21,22,38,43,150,Leaves,Herbal Tea,Mint,Connecticut,50,50,30,100,Decaf,8
2012-12-01T00:00:00,475,East,Small Market,627,55,131,76,49,29,-2,78,131,Beans,Espresso,Caffe Mocha,Connecticut,50,70,10,120,Regular,-12
2013-11-01T00:00:00,475,East,Small Market,601,82,184,102,31,15,56,64,196,Leaves,Herbal Tea,Lemon,Connecticut,60,70,30,130,Decaf,26
2013-11-01T00:00:00,475,East,Small Market,613,61,147,86,55,28,3,84,157,Beans,Espresso,Caffe Mocha,Connecticut,60,80,10,140,Regular,-7
2012-10-01T00:00:00,503,West,Small Market,404,54,120,66,20,34,12,54,120,Beans,Espresso,Caffe Latte,Oregon,40,60,40,100,Regular,-28
2013-10-01T00:00:00,503,West,Small Market,788,82,205,123,27,1,95,59,218,Leaves,Tea,Earl Grey,Oregon,30,60,50,90,Regular,45
2012-12-01T00:00:00,503,West,Small Market,482,41,98,57,13,43,1,56,98,Beans,Coffee,Colombian,Oregon,40,70,20,110,Regular,-19
2012-12-01T00:00:00,503,West,Small Market,424,54,127,73,17,28,28,45,127,Beans,Espresso,Caffe Mocha,Oregon,50,70,40,120,Regular,-12
