Program Health,PROGRAM CODE,PROGRAM NAME,has capstone,has co-op,has shadowing,has placement,has simulation,Latitude,Longitude,"22F
# of Students Placed",Mode of Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,,,5,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.2759227,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.3022422,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.3057261,,1,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.2868038,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.306118,,3,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.3067692,,6,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.1127529,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,,,5,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.34531,,3,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,,,1,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.2889378,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,42.3088511,,0,Placement
Excellent,B880,Business Administration - Human Resources,0.0,0.0,0.0,0.0,0.0,,,5,Placement
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B009B012,Business Administration - Marketing / Business Marketing,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.282393,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2125416,,1,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2753416,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3279319,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2889378,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,43.7485953,,6,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2889378,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3088511,,4,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2889378,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3038773,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3001443,,1,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2353076,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3093993,,5,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2813613,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3088511,,3,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3088511,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2759227,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.2828686,,2,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3088511,,0,Placement
Low Admission,B010K150,Business- Accounting,0.0,0.0,0.0,0.0,0.0,42.3088511,,2,Placement
Low Admission,H794,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,H794,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Cardiovascular Technology,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,1,placement
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,placement
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Community and Justice Services,Cardiovascular Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Early Childhood Education,Chemical Laboratory Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Early Childhood Education,Chemical Laboratory Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Early Childhood Education,Chemical Laboratory Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Early Childhood Education,Chemical Laboratory Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Early Childhood Education,Chemical Laboratory Technology,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2894876,-82.9875693",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3091575,-83.0215363",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3090944,-82.9118566",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2585653,-82.9623308",,4,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3181309,-83.0308195",,1,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"43.1321673,-80.7423481",,4,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3148679,-82.9958736",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.295059,-83.0486329",,1,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2890964,-83.0475048",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.331924,-82.9654",,5,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3103175,-82.9517159",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2640277,-83.0254988",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.1050403,-83.0996502",,5,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2585653,-82.9623308",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2915781,-83.0715206",,3,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3358454,-82.9306741",,4,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2889378,-83.0207357",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3088511,-82.9601572",,3,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.426045,-82.183806",,1,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,6,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,1,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3054242,-83.0335577",,4,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.0397101,-82.7408343",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3011078,-82.9541189",,6,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.331924,-82.9654",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3148679,-82.9958736",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3020034,-83.0237973",,5,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3148679,-82.9958736",,1,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3154089,-83.0424175",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.331924,-82.9654",,6,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2908182,-83.0825025",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2495148,-83.0501158",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.331924,-82.9654",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2915781,-83.0715206",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3025224,-83.0138961",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3181309,-83.0308195",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"43.1321673,-80.7423481",,2,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2411371,-83.0131721",,3,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.285048,-83.0506616",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.295059,-83.0486329",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.426045,-82.183806",,0,Placement
Good,Early Childhood Education,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.331924,-82.9654",,5,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.0555511,-82.589608",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2495148,-83.0501158",,1,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"51.253775,-85.3232139",,2,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2883442,-83.0697138",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2585653,-82.9623308",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3054242,-83.0335577",,1,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3054242,-83.0335577",,4,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3088511,-82.9601572",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3103175,-82.9517159",,5,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2828686,-83.0200207",,3,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.302465,-82.9091491",,1,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"44.0874569,-80.2023545",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2915781,-83.0715206",,4,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.285048,-83.0506616",,6,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,-,,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2427065,-83.0116544",,4,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3166277,-83.007272",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3279319,-82.9716871",,2,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2495148,-83.0501158",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.290219,-82.7022466",,1,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.4003213,-82.2069641",,2,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.2944313,-83.0743981",,0,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.311691,-82.9221583",,6,Placement
Good,Electric Drive Vehicle Technician,Child and Youth Care,0.0,0.0,0.0,0.0,0.0,"42.3090944,-82.9118566",,1,Placement
Low Admission,Electric Drive Vehicle Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Electric Drive Vehicle Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Electric Drive Vehicle Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Greenhouse Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Greenhouse Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Greenhouse Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Greenhouse Technician,Child and Youth Care / Child and Youth Care - Accelerated,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2860556,-83.0193343,0,Placement
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2889378,-83.0207357,2,Placement
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2889378,-83.0207357,1,Placement
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3126885,-83.0559341,0,Placement
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2976121,-83.0061336,2,Placement
Low Admission,Greenhouse Technician,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3895148,-82.2013449,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3196083,-83.0402941,6,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.4003213,-82.2069641,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,,,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3143109,-82.9226728,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2926007,-82.9162444,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2632065,-82.4423239,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.0710553,-83.1162661,1,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.404361,-82.176544,5,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3107744,-82.960934,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3054242,-83.0335577,4,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3038773,-83.0232854,0,Placement
Low Admission,Interior Design,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3079032,-83.0327871,3,Placement
Low Admission,H850K950,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.3194958,-83.0397877,3,Placement
Low Admission,H850K950,Collborative Nursing,0.0,0.0,0.0,0.0,0.0,42.2915781,-83.0715206,3,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.2828686,-83.0200207,2,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.2883442,-83.0697138,0,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.302933,-83.0120655,1,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.2846421,-83.0707962,0,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.2828686,-83.0200207,3,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.3279319,-82.9716871,5,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.3279319,-82.9716871,1,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.3181715,-83.038891,0,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,42.4089506,-82.2026193,0,Placement
Low Admission,B603,Community & Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.0555511,-82.589608,1,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3279319,-82.9716871,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2881747,-82.9768673,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2217269,-83.0604569,1,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3088511,-82.9601572,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2969506,-83.0767722,1,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2413589,-83.1014162,3,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2759227,-83.006396,2,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3088511,-82.9601572,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2821947,-82.9814703,1,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3088511,-82.9601572,1,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3183029,-83.0062526,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3098539,-83.0121638,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.2828686,-83.0200207,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.0522222,-82.6007933,0,Placement
Low Admission,C365,Community Integration through Cooperative Education,0.0,0.0,0.0,0.0,0.0,42.3128744,-83.0227304,0,Placement
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,Community and Justice Services,Community and Justice Services,0.0,0.0,0.0,0.0,0.0,,,0,Coordinator Contacts
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Low Admission,T860T861,Computer Systems Technician/Technology - Networking,0.0,0.0,0.0,0.0,0.0,,,0,PAC
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,1,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,4,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,1,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,4,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,1,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,3,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,6,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,5,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,3,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,2,Placement
Excellent,T046T036,Construciton Engineering Technician / Construciton Project Management,0.0,0.0,0.0,1.0,1.0,,,1,Placement
